index,total_us,admission_us,journal_before_terminal_ms,terminal_event_ms,terminal_tail_upper_us,model_duration_ms
805,10685,2286,6,8,2685,0
806,10691,2324,5,8,2691,0
807,10484,2302,5,8,2484,0
808,10832,2388,6,8,2832,0
809,10678,2264,6,8,2678,0
810,10620,2281,5,8,2620,0
811,10675,2348,5,8,2675,0
812,10569,2319,5,8,2569,0
813,10554,2219,5,8,2554,0
814,10537,2188,5,8,2537,0
815,11492,2273,6,9,2492,0
816,10921,2122,6,8,2921,0
817,10765,2207,6,8,2765,0
818,10908,2494,4,8,2908,0
819,10549,2210,5,8,2549,0
820,10650,2152,6,8,2650,0
821,10599,2364,5,8,2599,0
822,10666,2321,5,8,2666,0
823,10680,2289,6,8,2680,0
824,10583,2139,5,8,2583,0
825,10547,2178,5,8,2547,0
826,10580,2296,5,8,2580,0
827,10640,2235,5,8,2640,0
828,10858,2277,6,8,2858,0
829,10581,2190,6,8,2581,0
830,10559,2162,5,8,2559,0
831,10665,2306,6,8,2665,0
832,10563,2282,5,8,2563,0
833,10401,2142,5,8,2401,0
834,11206,2203,5,9,2206,0
835,10572,2263,5,8,2572,0
836,17102,6843,7,14,3102,0
837,10711,2187,5,8,2711,0
838,10607,2270,5,8,2607,0
839,10878,2297,6,8,2878,0
840,10708,2175,6,8,2708,0
841,10601,2249,5,8,2601,0
842,10617,2171,6,8,2617,0
843,10530,2225,5,8,2530,0
844,11107,2309,6,8,3107,0
845,10627,2314,5,8,2627,0
846,10475,2259,4,8,2475,0
847,10706,2199,6,8,2706,0
848,10496,2358,4,8,2496,0
849,10628,2206,5,8,2628,0
850,10665,2239,5,8,2665,0
851,10607,2214,6,8,2607,0
852,10910,2385,6,8,2910,0
853,10589,2227,5,8,2589,0
854,10595,2165,4,8,2595,0
855,10540,2262,6,8,2540,0
856,14544,2309,9,12,2544,0
857,11185,2366,6,8,3185,0
858,11014,2371,5,8,3014,0
859,10808,2327,5,8,2808,0
860,11225,2376,5,8,3225,0
861,11199,2424,6,8,3199,0
862,11258,2469,6,8,3258,0
863,11023,2368,5,8,3023,0
864,11064,2433,5,8,3064,0
865,11100,2300,6,8,3100,0
866,11416,2555,6,9,2416,0
867,11419,2342,6,9,2419,0
868,11147,2393,6,8,3147,0
869,11182,2402,6,8,3182,0
870,10727,2337,6,8,2727,0
871,11043,2369,6,8,3043,0
872,10815,2280,6,8,2815,0
873,10844,2304,5,8,2844,0
874,11016,2291,6,8,3016,0
875,10874,2322,6,8,2874,0
876,10947,2328,5,8,2947,0
877,10262,2260,4,8,2262,0
878,10328,2263,3,8,2328,0
879,10072,2104,3,7,3072,0
880,10071,2171,3,8,2071,0
881,10198,2158,4,8,2198,0
882,10278,2163,4,8,2278,0
883,10279,2160,3,8,2279,0
884,10323,2155,5,8,2323,0
885,17255,2199,10,15,2255,0
886,10369,2207,4,8,2369,0
887,10475,2232,4,8,2475,0
888,10664,2269,5,8,2664,0
889,10249,2262,4,8,2249,0
890,10311,2156,3,8,2311,0
891,10345,2182,4,8,2345,0
892,10294,2155,4,8,2294,0
893,10537,2188,5,8,2537,0
894,10434,2164,5,8,2434,0
895,10391,2105,4,8,2391,0
896,10350,2205,3,8,2350,0
897,10310,2098,4,8,2310,0
898,10289,2177,5,8,2289,0
899,10371,2238,5,8,2371,0
900,10441,2180,6,8,2441,0
901,10442,2215,5,8,2442,0
902,11691,2312,6,9,2691,0
903,10496,2324,5,8,2496,0
904,10762,2220,4,8,2762,0
905,10364,2166,4,8,2364,0
906,10282,2168,4,8,2282,0
907,10220,2263,3,8,2220,0
908,10150,2131,3,7,3150,0
909,10285,2110,5,8,2285,0
910,10233,2098,4,8,2233,0
911,10416,2165,5,8,2416,0
912,10343,2116,4,8,2343,0
913,10205,2158,3,8,2205,0
914,10372,2206,4,8,2372,0
915,10323,2183,4,8,2323,0
916,10206,2187,4,8,2206,0
917,9917,2115,3,7,2917,0
918,10132,2093,3,8,2132,0
919,10100,2118,3,8,2100,0
920,9974,2152,3,7,2974,0
921,10037,2111,3,7,3037,0
922,9936,2081,3,7,2936,0
923,10074,2161,3,7,3074,0
924,10147,2160,3,8,2147,0
925,10056,2193,3,7,3056,0
926,9996,2089,3,7,2996,0
927,10027,2163,3,7,3027,0
928,10013,2083,3,7,3013,0
929,10113,2099,3,8,2113,0
930,10049,2123,4,7,3049,0
931,10138,2154,4,8,2138,0
932,10267,2301,3,8,2267,0
933,10019,2109,3,7,3019,0
934,10082,2170,3,7,3082,0
935,10106,2098,3,7,3106,0
936,19362,8589,6,16,3362,0
937,10379,2212,4,8,2379,0
938,10320,2123,4,8,2320,0
939,10380,2211,4,8,2380,0
940,10283,2224,3,8,2283,0
941,10130,2088,4,7,3130,0
942,10291,2106,6,8,2291,0
943,10368,2169,4,8,2368,0
944,10527,2289,5,8,2527,0
945,10774,2287,5,8,2774,0
946,10355,2268,5,8,2355,0
947,10224,2199,5,8,2224,0
948,10242,2030,4,8,2242,0
949,10367,2283,4,8,2367,0
950,10441,2274,5,8,2441,0
951,10422,2186,5,8,2422,0
952,10533,2084,5,8,2533,0
953,10156,2094,4,8,2156,0
954,10012,2199,3,7,3012,0
955,10245,2149,4,8,2245,0
956,10460,2222,4,8,2460,0
957,10266,2220,3,8,2266,0
958,10071,2067,4,7,3071,0
959,10219,2125,4,8,2219,0
960,10302,2132,4,8,2302,0
961,10616,2202,4,8,2616,0
962,10337,2162,4,8,2337,0
963,10106,2136,3,8,2106,0
964,10331,2175,3,8,2331,0
965,10036,2086,3,7,3036,0
966,10052,2132,3,7,3052,0
967,10252,2167,4,8,2252,0
968,10107,2102,3,7,3107,0
969,10036,2092,3,7,3036,0
970,10082,2143,4,8,2082,0
971,10062,2139,3,7,3062,0
972,10035,2119,3,7,3035,0
973,10083,2122,3,7,3083,0
974,9985,2071,3,7,2985,0
975,10085,2161,3,8,2085,0
976,10066,2149,3,7,3066,0
977,10076,2155,3,8,2076,0
978,10005,2090,3,7,3005,0
979,10006,2165,3,7,3006,0
980,10152,2116,3,7,3152,0
981,9989,2137,3,7,2989,0
982,10060,2159,3,7,3060,0
983,9950,2126,3,7,2950,0
984,16855,2169,4,8,8855,0
985,13625,4502,6,11,2625,0
986,11160,2340,6,8,3160,0
987,11099,2493,5,8,3099,0
988,11354,2631,6,9,2354,0
989,11255,2328,6,8,3255,0
990,11400,2325,6,8,3400,0
991,10785,2372,5,8,2785,0
992,10798,2294,5,8,2798,0
993,11195,2377,6,8,3195,0
994,11033,2409,6,8,3033,0
995,10891,2354,6,8,2891,0
996,10718,2334,5,8,2718,0
997,11220,2348,6,8,3220,0
998,10964,2320,6,8,2964,0
999,10858,2249,6,8,2858,0
